agency,city,state,ntd_id,organization_type,reporter_type,primary_uza_population,agency_voms,mode,tos,mode_voms,fare_revenues_per_unlinked_passenger_trip,fare_revenues_per_total_operating_expense_(recovery_ratio),cost_per_hour,cost_per_passenger,cost_per_passenger_mile,fare_revenues_earned,total_operating_expenses,unlinked_passenger_trips,vehicle_revenue_hours,passenger_miles,vehicle_revenue_miles,year
"City of Torrance, dba: Torrance Transit System ",Torrance,CA,90010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996.0,84.0,MB,DO,48.0,0.66,0.1,146.63,6.65,1.35,2442015.0,24682469.0,3712548.0,168336.0,18221365.0,2109995.0,2018
"City of Torrance, dba: Torrance Transit System ",Torrance,CA,90010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996.0,84.0,DT,PT,36.0,1.61,0.22,32.11,7.48,1.39,102590.0,475069.0,63539.0,14796.0,341662.0,260766.0,2018
"Ada County Highway District, dba: ACHD Commuteride",Boise,ID,00415,"City, County or Local Government Unit or Department of Transportation",Full Reporter,349684.0,82.0,VP,DO,82.0,5.76,0.98,27.99,5.88,0.09,982883.0,1002419.0,170512.0,35813.0,11513845.0,1404436.0,2018
Greater Peoria Mass Transit District,Peoria,IL,50056,Independent Public Agency or Authority of Transit Service,Full Reporter,266921.0,82.0,MB,DO,45.0,0.6,0.09,164.05,6.69,1.1,1621219.0,17957051.0,2685742.0,109464.0,16383026.0,2002904.0,2018
Greater Peoria Mass Transit District,Peoria,IL,50056,Independent Public Agency or Authority of Transit Service,Full Reporter,266921.0,82.0,DR,PT,37.0,2.03,0.07,63.67,30.52,4.64,286373.0,4300822.0,140915.0,67550.0,927220.0,890858.0,2018
The Greater New Haven Transit District,Hamden,CT,10049,Independent Public Agency or Authority of Transit Service,Full Reporter,562839.0,80.0,DR,DO,80.0,0.93,0.02,79.04,46.15,6.42,210355.0,10468294.0,226838.0,132450.0,1630070.0,1727660.0,2018
"City of Tallahassee, dba: StarMetro",Tallahassee,FL,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,240223.0,80.0,MB,DO,55.0,1.32,0.31,79.64,4.29,1.5,4354669.0,14107581.0,3289053.0,177132.0,9404346.0,2192492.0,2018
"City of Tallahassee, dba: StarMetro",Tallahassee,FL,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,240223.0,80.0,DR,PT,4.0,0.0,0.0,41.44,18.17,2.66,0.0,229740.0,12647.0,5544.0,86532.0,76660.0,2018
"City of Tallahassee, dba: StarMetro",Tallahassee,FL,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,240223.0,80.0,DR,DO,19.0,2.44,0.06,80.96,41.84,6.4,221223.0,3788971.0,90554.0,46802.0,591777.0,637337.0,2018
Piedmont Authority for Regional Transportation,Greensboro,NC,40173,Independent Public Agency or Authority of Transit Service,Full Reporter,311810.0,79.0,VP,DO,54.0,2.4,0.71,25.89,3.39,0.06,581109.0,821134.0,242429.0,31717.0,13705397.0,1426656.0,2018
Lowell Regional Transit Authority,Lowell,MA,10005,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019.0,79.0,MB,PT,42.0,0.85,0.13,104.89,6.69,1.38,1203676.0,9438283.0,1411149.0,89981.0,6815850.0,1312648.0,2018
Piedmont Authority for Regional Transportation,Greensboro,NC,40173,Independent Public Agency or Authority of Transit Service,Full Reporter,311810.0,79.0,CB,PT,25.0,0.9,0.06,121.82,13.91,0.99,393454.0,6112997.0,439476.0,50182.0,6165674.0,1128110.0,2018
Lowell Regional Transit Authority,Lowell,MA,10005,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019.0,79.0,DR,DO,19.0,1.17,0.08,40.25,15.32,2.63,69277.0,908597.0,59299.0,22573.0,345713.0,228906.0,2018
Lowell Regional Transit Authority,Lowell,MA,10005,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019.0,79.0,DR,PT,18.0,0.97,0.04,59.61,26.87,5.23,53646.0,1492172.0,55538.0,25031.0,285465.0,387685.0,2018
"City of Lincoln, dba: StarTran",Lincoln,NE,70001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,258719.0,78.0,DR,DO,9.0,0.92,0.02,67.82,39.33,7.36,38103.0,1621138.0,41222.0,23904.0,220384.0,267498.0,2018
County of Maui,Wailuku,HI,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,55934.0,78.0,CB,PT,7.0,1.06,0.19,123.33,5.59,0.2,199038.0,1052469.0,188336.0,8534.0,5313682.0,180823.0,2018
STAR Transit,Terrell,TX,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5121892.0,78.0,DR,DO,67.0,0.82,0.03,51.67,27.17,3.1,136475.0,4523601.0,166517.0,87552.0,1457818.0,1338505.0,2018
Capital Area Transit System,Baton Rouge,LA,60022,Independent Public Agency or Authority of Transit Service,Full Reporter,594309.0,78.0,MB,DO,59.0,0.53,0.08,100.67,6.52,1.78,2060169.0,25246305.0,3875024.0,250788.0,14187321.0,3236056.0,2018
County of Maui,Wailuku,HI,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,55934.0,78.0,DR,PT,58.0,0.26,0.01,110.47,27.24,3.72,80564.0,8301655.0,304705.0,75149.0,2231096.0,1225119.0,2018
"City of Lincoln, dba: StarTran",Lincoln,NE,70001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,258719.0,78.0,MB,DO,56.0,1.1,0.23,85.66,4.71,1.58,2627818.0,11282618.0,2395752.0,131713.0,7144634.0,1772855.0,2018
The Eastern Contra Costa Transit Authority,Antioch,CA,90162,Independent Public Agency or Authority of Transit Service,Full Reporter,277634.0,78.0,MB,PT,52.0,1.02,0.13,111.07,7.56,1.06,2270168.0,16876269.0,2232469.0,151949.0,15847376.0,2061109.0,2018
Green Mountain Transit Authority,Burlington,VT,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,108740.0,78.0,MB,DO,40.0,0.82,0.18,107.85,4.69,1.76,1714926.0,9748181.0,2079690.0,90389.0,5538796.0,1072708.0,2018
The Eastern Contra Costa Transit Authority,Antioch,CA,90162,Independent Public Agency or Authority of Transit Service,Full Reporter,277634.0,78.0,DR,PT,26.0,3.11,0.1,80.33,29.68,5.03,390382.0,3726633.0,125558.0,46390.0,740527.0,692759.0,2018
Green Mountain Transit Authority,Burlington,VT,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,108740.0,78.0,DR,PT,24.0,2.08,0.08,56.52,26.22,6.01,97896.0,1236124.0,47137.0,21872.0,205799.0,271690.0,2018
Capital Area Transit System,Baton Rouge,LA,60022,Independent Public Agency or Authority of Transit Service,Full Reporter,594309.0,78.0,DR,PT,19.0,1.12,0.03,68.33,36.38,3.21,98373.0,3181899.0,87464.0,46564.0,991026.0,694198.0,2018
Green Mountain Transit Authority,Burlington,VT,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,108740.0,78.0,CB,DO,14.0,2.5,0.17,137.51,14.44,0.61,444381.0,2566013.0,177716.0,18661.0,4228574.0,538830.0,2018
County of Maui,Wailuku,HI,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,55934.0,78.0,MB,PT,13.0,1.26,0.28,89.24,4.48,0.59,2185200.0,7740601.0,1729716.0,86737.0,13073252.0,1395662.0,2018
"City of Lincoln, dba: StarTran",Lincoln,NE,70001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,258719.0,78.0,DT,PT,13.0,3.56,0.12,105.62,30.52,4.74,95617.0,818760.0,26825.0,7752.0,172622.0,169517.0,2018
STAR Transit,Terrell,TX,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5121892.0,78.0,MB,DO,11.0,0.24,0.01,46.57,20.36,2.32,17522.0,1456388.0,71545.0,31274.0,628156.0,500902.0,2018
Anaheim Transportation Network,Anaheim,CA,90211,Private-Non-Profit Corporation,Full Reporter,12150996.0,77.0,MB,PT,77.0,0.47,0.29,64.43,1.62,0.82,4540921.0,15610810.0,9631356.0,242280.0,19086458.0,1559277.0,2018
Chattanooga Area Regional Transportation Authority,Chattanooga,TN,40001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,381112.0,77.0,MB,DO,56.0,0.82,0.12,85.88,7.03,2.07,1840486.0,15771651.0,2243901.0,183642.0,7605488.0,2274191.0,2018
Chattanooga Area Regional Transportation Authority,Chattanooga,TN,40001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,381112.0,77.0,DR,PT,4.0,0.0,0.0,70.62,6.67,1.42,0.0,67233.0,10080.0,952.0,47389.0,12473.0,2018
County of Lackawanna Transit System,Scranton,PA,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,381502.0,77.0,DR,DO,31.0,0.48,0.01,90.36,34.77,5.85,54470.0,3966873.0,114100.0,43901.0,677982.0,561897.0,2018
Chattanooga Area Regional Transportation Authority,Chattanooga,TN,40001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,381112.0,77.0,IP,DO,2.0,6.45,1.55,291.08,4.16,4.16,3159266.0,2038114.0,489548.0,7002.0,489548.0,19625.0,2018
Chattanooga Area Regional Transportation Authority,Chattanooga,TN,40001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,381112.0,77.0,DR,DO,15.0,2.43,0.06,64.3,40.98,4.61,124620.0,2103168.0,51322.0,32709.0,456171.0,439578.0,2018
"City of Knoxville, dba: Knoxville Area Transit",Knoxville,TN,40002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,558696.0,76.0,MB,DO,55.0,0.65,0.09,90.51,7.24,2.45,1705653.0,19069664.0,2634231.0,210686.0,7797324.0,2665278.0,2018
"City of Knoxville, dba: Knoxville Area Transit",Knoxville,TN,40002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,558696.0,76.0,DR,DO,21.0,2.46,0.07,68.87,35.56,4.59,148434.0,2147569.0,60392.0,31182.0,468231.0,419847.0,2018
"Rockland Coaches, Inc.",Westwood,NJ,20149,Private-For-Profit Corporation,Full Reporter,18351295.0,75.0,CB,DO,75.0,7.27,0.81,143.74,9.03,0.36,14525870.0,18024084.0,1996805.0,125397.0,50090570.0,3123903.0,2018
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,861505.0,75.0,DT,PT,5.0,7.78,0.68,41.64,11.47,1.91,53964.0,79580.0,6936.0,1911.0,41605.0,33769.0,2018
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,861505.0,75.0,MB,DO,49.0,0.8,0.11,112.74,7.07,1.41,2356574.0,20905971.0,2958863.0,185432.0,14805352.0,2839255.0,2018
Brazos Transit District,Bryan,TX,60059,Independent Public Agency or Authority of Transit Service,Full Reporter,171345.0,75.0,DR,DO,48.0,2.41,0.06,71.23,42.12,2.72,159009.0,2774417.0,65871.0,38951.0,1021000.0,832139.0,2018
Brazos Transit District,Bryan,TX,60059,Independent Public Agency or Authority of Transit Service,Full Reporter,171345.0,75.0,MB,DO,27.0,0.61,0.06,90.56,10.63,1.66,248706.0,4332773.0,407672.0,47843.0,2605024.0,830095.0,2018
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,861505.0,75.0,VP,PT,2.0,3.83,0.82,18.85,4.65,0.15,13392.0,16249.0,3497.0,862.0,108722.0,30840.0,2018
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,861505.0,75.0,FB,PT,2.0,2.76,0.03,840.05,85.33,35.9,24525.0,756885.0,8870.0,901.0,21082.0,3650.0,2018
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,861505.0,75.0,DR,DO,17.0,3.59,0.06,97.82,55.72,6.24,190898.0,2961622.0,53155.0,30276.0,474335.0,529401.0,2018
Kentuckiana Regional Planning and Development Agency,Louisville,KY,40196,"MPO, COG or Other Planning Agency",Full Reporter,972546.0,74.0,VP,DO,74.0,2.88,0.46,38.17,6.22,0.17,501565.0,1084719.0,174330.0,28421.0,6339543.0,1239455.0,2018
Southeastern Regional Transit Authority,New Bedford,MA,10006,Independent Public Agency or Authority of Transit Service,Full Reporter,149443.0,74.0,MB,PT,52.0,0.84,0.15,117.41,5.53,1.72,2206106.0,14559283.0,2632161.0,124007.0,8475558.0,1559066.0,2018
"City of Appleton, dba: Valley Transit",Appleton,WI,50001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,216154.0,74.0,DR,PT,43.0,4.66,0.33,54.55,14.05,1.53,731118.0,2204947.0,156906.0,40420.0,1437169.0,839975.0,2018
Antelope Valley Transit Authority,Lancaster,CA,90121,Independent Public Agency or Authority of Transit Service,Full Reporter,341219.0,74.0,MB,PT,36.0,1.22,0.17,104.34,7.2,1.07,2650140.0,15604389.0,2166653.0,149557.0,14636320.0,2247937.0,2018
"Gwinnett County Board of Commissioners, dba: Gwinnett County Transit",Lawrenceville,GA,40138,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4515419.0,74.0,CB,PT,33.0,4.03,0.27,170.42,14.89,0.52,1625744.0,6006738.0,403391.0,35246.0,11545050.0,735103.0,2018
"Gwinnett County Board of Commissioners, dba: Gwinnett County Transit",Lawrenceville,GA,40138,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4515419.0,74.0,DT,PT,3.0,3.08,0.03,103.7,95.45,8.18,7132.0,220785.0,2313.0,2129.0,26988.0,22872.0,2018
"Gwinnett County Board of Commissioners, dba: Gwinnett County Transit",Lawrenceville,GA,40138,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4515419.0,74.0,MB,PT,28.0,1.42,0.17,114.49,8.58,1.2,1531875.0,9229461.0,1075995.0,80617.0,7720708.0,1335209.0,2018
Antelope Valley Transit Authority,Lancaster,CA,90121,Independent Public Agency or Authority of Transit Service,Full Reporter,341219.0,74.0,CB,PT,25.0,8.04,0.54,142.6,15.0,0.29,2216397.0,4134588.0,275629.0,28995.0,14307642.0,930438.0,2018
Southeastern Regional Transit Authority,New Bedford,MA,10006,Independent Public Agency or Authority of Transit Service,Full Reporter,149443.0,74.0,DR,PT,22.0,2.26,0.05,90.91,42.44,7.16,167645.0,3142032.0,74036.0,34561.0,438975.0,536282.0,2018
"City of Appleton, dba: Valley Transit",Appleton,WI,50001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,216154.0,74.0,MB,DO,21.0,0.82,0.14,94.53,5.77,1.28,801959.0,5636633.0,977635.0,59625.0,4403457.0,897901.0,2018
Antelope Valley Transit Authority,Lancaster,CA,90121,Independent Public Agency or Authority of Transit Service,Full Reporter,341219.0,74.0,DR,PT,13.0,2.46,0.07,78.94,35.26,3.66,115050.0,1648010.0,46745.0,20878.0,450095.0,432298.0,2018
"Gwinnett County Board of Commissioners, dba: Gwinnett County Transit",Lawrenceville,GA,40138,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4515419.0,74.0,DR,PT,10.0,1.83,0.03,128.88,70.2,9.53,73076.0,2796382.0,39837.0,21698.0,293291.0,291846.0,2018
"City of Appleton, dba: Valley Transit",Appleton,WI,50001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,216154.0,74.0,MB,PT,10.0,0.0,0.0,49.21,13.49,1.08,0.0,337054.0,24985.0,6850.0,312259.0,138050.0,2018
Rio Metro Regional Transit District,Albuquerque,NM,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,741318.0,73.0,CB,PT,6.0,0.36,0.01,128.57,24.99,1.26,19066.0,1315547.0,52641.0,10232.0,1047868.0,255923.0,2018
"Central Arkansas Transit Authority, dba: Rock Region METRO",North Little Rock,AR,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,431388.0,73.0,MB,DO,49.0,0.77,0.12,88.02,6.35,1.32,1694965.0,14073966.0,2215044.0,159895.0,10652836.0,2431015.0,2018
"Central Arkansas Transit Authority, dba: Rock Region METRO",North Little Rock,AR,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,431388.0,73.0,SR,DO,3.0,1.25,0.05,82.95,22.96,8.92,53453.0,985393.0,42912.0,11880.0,110484.0,53112.0,2018
Rio Metro Regional Transit District,Albuquerque,NM,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,741318.0,73.0,CR,PT,25.0,2.53,0.06,884.61,40.46,0.88,1990140.0,31845079.0,787116.0,35999.0,36154201.0,1348618.0,2018
Rio Metro Regional Transit District,Albuquerque,NM,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,741318.0,73.0,DR,DO,22.0,1.07,0.03,89.32,38.82,4.87,71949.0,2622027.0,67539.0,29355.0,537864.0,450695.0,2018
"Central Arkansas Transit Authority, dba: Rock Region METRO",North Little Rock,AR,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,431388.0,73.0,DR,DO,21.0,2.49,0.11,55.41,23.39,2.9,232341.0,2186908.0,93484.0,39471.0,753182.0,757771.0,2018
Rio Metro Regional Transit District,Albuquerque,NM,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,741318.0,73.0,CB,DO,2.0,0.83,0.03,57.13,24.93,1.63,4556.0,137117.0,5501.0,2400.0,84116.0,64142.0,2018
Rio Metro Regional Transit District,Albuquerque,NM,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,741318.0,73.0,MB,DO,2.0,0.67,0.03,84.25,25.01,7.96,4028.0,151221.0,6046.0,1795.0,18994.0,22519.0,2018
Rio Metro Regional Transit District,Albuquerque,NM,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,741318.0,73.0,DT,PT,16.0,0.54,0.03,77.04,18.61,2.89,4650.0,160246.0,8609.0,2080.0,55516.0,55516.0,2018
Port Authority Transit Corporation,Lindenwold,NJ,20075,Independent Public Agency or Authority of Transit Service,Full Reporter,5441567.0,72.0,HR,DO,72.0,2.44,0.48,370.18,5.07,0.57,26352488.0,54675931.0,10789374.0,147702.0,96375041.0,4589310.0,2018
Gold Coast Transit,Oxnard,CA,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,367260.0,72.0,MB,DO,47.0,0.81,0.14,100.64,5.85,1.41,2808293.0,20327043.0,3474161.0,201970.0,14383778.0,2163750.0,2018
Luzerne County Transportation Authority,Kingston,PA,30015,Independent Public Agency or Authority of Transit Service,Full Reporter,381502.0,72.0,DR,DO,40.0,2.42,0.1,68.53,23.62,2.69,371708.0,3628597.0,153639.0,52951.0,1350544.0,913234.0,2018
Luzerne County Transportation Authority,Kingston,PA,30015,Independent Public Agency or Authority of Transit Service,Full Reporter,381502.0,72.0,MB,DO,32.0,1.1,0.14,119.63,7.85,1.83,1273778.0,9072728.0,1155823.0,75839.0,4946922.0,1129935.0,2018
Gold Coast Transit,Oxnard,CA,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,367260.0,72.0,DR,PT,25.0,2.66,0.09,62.16,29.58,3.89,303830.0,3379323.0,114229.0,54368.0,868969.0,801563.0,2018
"County of Rockland , dba: Public Transportation - Transport of Rockland",Pomona,NY,20084,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295.0,71.0,MB,PT,52.0,1.48,0.19,124.29,7.97,1.05,3021883.0,16310523.0,2046349.0,131225.0,15594160.0,2405371.0,2018
"County of Rockland , dba: Public Transportation - Transport of Rockland",Pomona,NY,20084,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295.0,71.0,DR,DO,19.0,2.05,0.04,128.89,57.79,6.76,112612.0,3176377.0,54966.0,24645.0,469999.0,473015.0,2018
"Washington County Transportation Authority, dba: Freedom Transit",Washington,PA,30111,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853.0,70.0,MB,PT,8.0,1.7,0.1,76.59,17.64,1.3,150969.0,1566241.0,88802.0,20451.0,1206433.0,352495.0,2018
Northern Indiana Commuter Transportation District,Chesterton,IN,50104,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,70.0,CR,DO,70.0,6.7,0.45,412.73,15.06,0.46,22789177.0,51197364.0,3400197.0,124045.0,110846664.0,4211197.0,2018
"Ride Connection, Inc.",Portland,OR,00376,Private-Non-Profit Corporation,Full Reporter,1849898.0,70.0,MB,DO,7.0,0.03,0.0,42.73,6.72,2.19,3605.0,740636.0,110156.0,17331.0,338179.0,221653.0,2018
"Bergen County, dba: Bergen County Community Transportation",Lodi,NJ,20192,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295.0,70.0,DR,DO,65.0,0.0,0.0,46.59,22.48,3.68,0.0,5175314.0,230255.0,111081.0,1407712.0,883108.0,2018
"Washington County Transportation Authority, dba: Freedom Transit",Washington,PA,30111,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853.0,70.0,DR,PT,62.0,1.03,0.04,45.57,24.04,2.54,210911.0,4911866.0,204335.0,107786.0,1935052.0,1805935.0,2018
"Port Imperial Ferry Corporation, dba: NY Waterway",Weehawken,NJ,20190,Private-For-Profit Corporation,Full Reporter,18351295.0,70.0,MB,DO,58.0,0.42,0.14,69.98,2.93,1.68,1431015.0,9898911.0,3373163.0,141460.0,5887776.0,742758.0,2018
"Bergen County, dba: Bergen County Community Transportation",Lodi,NJ,20192,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295.0,70.0,MB,DO,5.0,0.0,0.0,145.07,25.19,2.85,0.0,638165.0,25335.0,4399.0,223633.0,58741.0,2018
Central County Transportation Authority,Kalamazoo,MI,50035,Independent Public Agency or Authority of Transit Service,Full Reporter,209703.0,70.0,DR,PT,41.0,3.7,0.13,53.5,29.41,2.83,607745.0,4836004.0,164456.0,90401.0,1707676.0,1283554.0,2018
Connecticut Department of Transportation- CTTransit Waterbury- NET,Waterbury,CT,10128,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,194535.0,70.0,MB,PT,36.0,0.85,0.15,123.48,5.51,2.69,1798366.0,11631673.0,2111302.0,94199.0,4328170.0,1207620.0,2018
Connecticut Department of Transportation- CTTransit Waterbury- NET,Waterbury,CT,10128,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,194535.0,70.0,DR,PT,34.0,2.79,0.06,74.47,46.32,6.59,278135.0,4625486.0,99868.0,62116.0,702416.0,694343.0,2018
"Ride Connection, Inc.",Portland,OR,00376,Private-Non-Profit Corporation,Full Reporter,1849898.0,70.0,DT,PT,34.0,0.0,0.0,43.68,13.68,1.94,0.0,727055.0,53159.0,16644.0,375459.0,316430.0,2018
Central County Transportation Authority,Kalamazoo,MI,50035,Independent Public Agency or Authority of Transit Service,Full Reporter,209703.0,70.0,MB,DO,29.0,0.99,0.24,85.12,4.12,1.02,2647756.0,11006721.0,2671067.0,129304.0,10740997.0,1732256.0,2018
"Ride Connection, Inc.",Portland,OR,00376,Private-Non-Profit Corporation,Full Reporter,1849898.0,70.0,DR,DO,29.0,0.16,0.0,160.25,64.44,26.93,13700.0,5551022.0,86149.0,34640.0,206132.0,367658.0,2018
"Port Imperial Ferry Corporation, dba: NY Waterway",Weehawken,NJ,20190,Private-For-Profit Corporation,Full Reporter,18351295.0,70.0,FB,DO,12.0,9.31,1.47,1045.9,6.31,1.48,43288189.0,29358384.0,4651259.0,28070.0,19797250.0,441117.0,2018
Merrimack Valley Regional Transit Authority,Haverhill,MA,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019.0,69.0,CB,PT,6.0,5.65,0.65,96.2,8.7,0.32,343035.0,528633.0,60763.0,5495.0,1648708.0,91620.0,2018
Merrimack Valley Regional Transit Authority,Haverhill,MA,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019.0,69.0,MB,PT,40.0,0.62,0.09,109.31,6.84,1.64,1267525.0,14007595.0,2046740.0,128146.0,8566666.0,1414843.0,2018
Merrimack Valley Regional Transit Authority,Haverhill,MA,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019.0,69.0,DR,PT,23.0,2.0,0.07,50.62,28.41,4.33,174199.0,2471811.0,87004.0,48830.0,570691.0,768342.0,2018
Duluth Transit Authority,Duluth,MN,50025,Independent Public Agency or Authority of Transit Service,Full Reporter,120378.0,68.0,DR,PT,8.0,2.33,0.08,49.52,28.75,6.21,80140.0,990975.0,34466.0,20013.0,159596.0,267664.0,2018
"JAUNT, Inc.",Charlottesville,VA,30045,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,92359.0,68.0,DR,DO,68.0,3.41,0.17,66.51,20.28,2.4,1161944.0,6913899.0,340946.0,103956.0,2876766.0,1676759.0,2018
Duluth Transit Authority,Duluth,MN,50025,Independent Public Agency or Authority of Transit Service,Full Reporter,120378.0,68.0,MB,DO,60.0,0.89,0.15,99.93,6.06,1.52,2464727.0,16715219.0,2760475.0,167276.0,10991960.0,2162059.0,2018
"City of Winston Salem, dba: Winston-Salem Transit Authority",Winston-Salem,NC,40012,Independent Public Agency or Authority of Transit Service,Full Reporter,391024.0,68.0,MB,DO,36.0,0.53,0.1,81.75,5.27,1.49,1253022.0,12349286.0,2343807.0,151060.0,8307195.0,1954608.0,2018
"City of Winston Salem, dba: Winston-Salem Transit Authority",Winston-Salem,NC,40012,Independent Public Agency or Authority of Transit Service,Full Reporter,391024.0,68.0,DR,DO,32.0,3.0,0.15,54.89,20.5,2.39,640704.0,4374278.0,213381.0,79693.0,1830351.0,1223336.0,2018
"Somerset County, dba: Somerset County Transportation",Somerville,NJ,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295.0,67.0,DR,DO,57.0,2.93,0.17,53.19,16.78,3.49,857035.0,4910217.0,292638.0,92309.0,1408443.0,924793.0,2018
Valley Regional Transit,Meridian,ID,00011,Independent Public Agency or Authority of Transit Service,Full Reporter,349684.0,67.0,MB,PT,42.0,0.59,0.07,101.86,8.28,1.69,767307.0,10680282.0,1290296.0,104856.0,6306913.0,1573779.0,2018
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,208948.0,67.0,VP,PT,35.0,4.82,1.13,32.45,4.27,0.1,477573.0,423108.0,99176.0,13037.0,4275534.0,637416.0,2018
Valley Regional Transit,Meridian,ID,00011,Independent Public Agency or Authority of Transit Service,Full Reporter,349684.0,67.0,DR,PT,25.0,1.19,0.03,86.19,38.03,6.57,93965.0,3013547.0,79236.0,34966.0,458900.0,462380.0,2018
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,208948.0,67.0,MB,DO,17.0,0.96,0.14,76.06,7.1,1.67,627623.0,4649391.0,655076.0,61127.0,2792400.0,840661.0,2018
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,208948.0,67.0,DR,DO,15.0,0.71,0.03,62.46,28.6,2.93,33134.0,1326738.0,46385.0,21242.0,453128.0,252968.0,2018
"Somerset County, dba: Somerset County Transportation",Somerville,NJ,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295.0,67.0,MB,DO,10.0,2.03,0.08,110.8,27.01,2.6,147180.0,1954995.0,72370.0,17645.0,750707.0,273929.0,2018
Middlesex County,New Brunswick,NJ,20196,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295.0,66.0,DR,DO,53.0,2.36,0.03,120.17,74.21,3.47,118509.0,3723924.0,50181.0,30990.0,1073070.0,391674.0,2018
"City of Wichita , dba: Wichita Transit",Wichita,KS,70015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,472870.0,66.0,MB,DO,43.0,1.28,0.15,86.11,8.82,1.41,1517044.0,10428221.0,1181807.0,121099.0,7413153.0,1767425.0,2018
