agency,city,state,legacy_ntd_id,ntd_id,organization_type,reporter_type,primary_uza__population,agency_voms,mode,tos,mode_voms,fare_revenues_per_unlinked_passenger_trip,fare_revenues_per_total_operating_expense_(recovery_ratio),cost_per__hour,passengers_per_hour,cost_per_passenger,cost_per_passenger_mile,fare_revenues_earned,total_operating_expenses,unlinked_passenger_trips,vehicle_revenue_hours,passenger_miles,vehicle_revenue_miles,any_data_questionable?,year,uace_code,uza_name,primary_uza_population,cost_per_hour
Teller Senior Coalition,Woodland Park,CO,,8R01-88230,Private-Non-Profit Corporation,Rural Reporter,0.0,7.0,DR,DO,6.0,0.01,0.0,46.02,1.2,37.88,0.0,70.0,216688.0,5720.0,4709.0,0.0,72120.0,No,2019,,,,
"City of Deerfield Beach, dba: Northeast Focal Point",Deerfield Beach,FL,,40239,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,5502379.0,7.0,DR,DO,5.0,0.0,0.0,202.15,3.2,63.52,0.0,0.0,269059.0,4236.0,1331.0,0.0,17046.0,No,2019,,,,
"City of Lake Charles, dba: Lake Charles Transit System",Lake Charles,LA,6023,60023,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,143440.0,7.0,MB,DO,5.0,0.27,0.03,181.65,21.1,8.62,0.0,74747.0,2396998.0,278101.0,13196.0,0.0,182929.0,No,2019,,,,
Sunshine Transit ,Willow,AK,,0R04-00399,Private-Non-Profit Corporation,Rural Reporter,0.0,7.0,DR,DO,5.0,1.7,0.03,71.09,1.4,52.47,0.0,12734.0,392649.0,7483.0,5523.0,0.0,117772.0,No,2019,,,,
City of Stevens Point,Stevens Point,WI,5R06-041,5R06-50359,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,7.0,MB,DO,5.0,1.16,0.17,107.0,15.3,6.98,0.0,256424.0,1539382.0,220418.0,14387.0,0.0,194185.0,No,2019,,,,
"Coeur d'Alene Tribe, dba: Citylink Transit",Worley,ID,0053,00053,Tribe,Reduced Reporter,98378.0,7.0,MB,DO,5.0,0.0,0.0,66.66,9.7,6.88,0.0,0.0,1593030.0,231653.0,23898.0,0.0,614369.0,No,2019,,,,
Municipality of Juncos,Juncos,PR,4165,40165,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2148346.0,7.0,MB,DO,5.0,0.0,0.0,33.53,14.6,2.29,0.0,0.0,158211.0,69094.0,4718.0,0.0,48880.0,No,2019,,,,
"City Of Burlington, dba: Link Transit",Burlington,NC,,40252,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,119911.0,7.0,MB,PT,5.0,0.44,0.05,51.56,5.6,9.22,0.0,43161.0,906910.0,98342.0,17589.0,0.0,227533.0,No,2019,,,,
"City of Compton  , dba: Compton Renaissance Transit Service",Compton,CA,,90260,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,12150996.0,7.0,MB,PT,5.0,0.65,0.04,72.35,5.0,14.49,0.0,37999.0,847924.0,58527.0,11720.0,0.0,129101.0,No,2019,,,,
Southwestern Community Services Transportation,Claremont,NH,,1R04-11156,Private-Non-Profit Corporation,Rural Reporter,0.0,7.0,MB,DO,5.0,0.93,0.04,77.28,3.6,21.76,0.0,18152.0,424199.0,19496.0,5489.0,0.0,78547.0,No,2019,,,,
Klamath Tribes,Chiloquin,OR,0T10,00010,Tribe,Reduced Reporter,0.0,7.0,DR,DO,5.0,0.0,0.0,73.76,0.7,105.08,0.0,0.0,212268.0,2020.0,2878.0,0.0,74879.0,No,2019,,,,
"Advance Transit, Inc. NH",Wilder,VT,1R04-001,1R06-10137,Private-Non-Profit Corporation,Rural Reporter,0.0,7.0,MB,DO,5.0,0.0,0.0,113.14,16.6,6.83,0.0,0.0,917822.0,134436.0,8112.0,0.0,131361.0,No,2019,,,,
Municipality of Toa Baja,Toa Baja,PR,4182,40182,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2148346.0,7.0,MB,DO,5.0,0.0,0.0,36.94,7.8,4.74,0.0,0.0,292588.0,61774.0,7920.0,0.0,68107.0,No,2019,,,,
City of Douglas,Douglas,AZ,9R01-038,9R01-91052,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,7.0,MB,DO,5.0,0.67,0.05,55.76,4.3,12.84,0.0,32702.0,622938.0,48498.0,11171.0,0.0,210321.0,No,2019,,,,
"City of Bristol Tennessee, dba: Bristol Tennessee Transit System",Bristol,TN,4055,40055,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,69501.0,7.0,DR,DO,4.0,0.13,0.0,34.04,1.0,32.8,0.0,875.0,223122.0,6803.0,6554.0,0.0,74002.0,No,2019,,,,
"City of Winchester, dba: WinTran",Winchester,VA,3099,30099,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,69449.0,7.0,MB,DO,4.0,0.64,0.09,67.74,9.3,7.25,0.0,76503.0,871779.0,120249.0,12870.0,0.0,150115.0,No,2019,,,,
Lower Savannah COG,Aiken,SC,4156,40156,"MPO, COG or Other Planning Agency",Reduced Reporter,386787.0,7.0,DR,PT,4.0,2.15,0.06,52.12,1.5,35.47,0.0,15534.0,256445.0,7229.0,4920.0,0.0,44150.0,No,2019,,,,
City of Dodge City,Dodge City,KS,7R02-097,7R02-70139,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,7.0,DR,DO,4.0,0.8,0.05,37.19,2.3,16.02,0.0,11326.0,227824.0,14225.0,6126.0,0.0,75426.0,No,2019,,,,
City of Folsom,Folsom,CA,9220,90220,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,1723634.0,7.0,MB,DO,4.0,0.0,0.0,153.84,9.5,16.2,0.0,0.0,691959.0,42726.0,4498.0,0.0,68988.0,No,2019,,,,
Basin Transit Association ,Roosevelt,UT,8R06-005,8R06-80260,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,7.0,MB,DO,4.0,0.35,0.01,103.34,3.6,28.78,0.0,12410.0,1023176.0,35551.0,9901.0,0.0,258391.0,No,2019,,,,
Chippewa Cree Tribe,Box Elder,MT,8T03,88164,Tribe,Reduced Reporter,0.0,7.0,DR,DO,4.0,0.0,0.0,46.79,4.5,10.34,0.0,0.0,145942.0,14113.0,3119.0,0.0,96707.0,No,2019,,,,
City of Dodge City,Dodge City,KS,7R02-097,7R02-70139,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,7.0,MB,DO,3.0,0.63,0.05,46.55,3.5,13.34,0.0,20774.0,441035.0,33052.0,9475.0,0.0,143724.0,No,2019,,,,
"City of Bettendorf, dba: Bettendorf Transit System",Bettendorf,IA,7007,70007,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,280051.0,7.0,MB,PT,3.0,0.32,0.03,49.34,4.2,11.74,0.0,1766.0,65429.0,5574.0,1326.0,0.0,24349.0,No,2019,,,,
Basin Transit Association ,Roosevelt,UT,8R06-005,8R06-80260,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,7.0,DR,DO,3.0,1.41,0.08,26.67,1.5,17.35,0.0,4698.0,58000.0,3342.0,2175.0,0.0,49628.0,No,2019,,,,
Chippewa Cree Tribe,Box Elder,MT,8T03,88164,Tribe,Reduced Reporter,0.0,7.0,MB,DO,3.0,0.0,0.0,53.58,3.6,15.03,0.0,0.0,200938.0,13373.0,3750.0,0.0,93952.0,No,2019,,,,
City of Sandy,Sandy,OR,0R02-017,0R02-00389,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,7.0,DR,PT,3.0,0.41,0.02,79.35,3.1,25.71,0.0,6274.0,391822.0,15243.0,4938.0,0.0,84610.0,No,2019,,,,
"City of Bettendorf, dba: Bettendorf Transit System",Bettendorf,IA,7007,70007,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,280051.0,7.0,MB,DO,3.0,0.49,0.04,83.74,7.2,11.68,0.0,33835.0,807865.0,69193.0,9647.0,0.0,161658.0,No,2019,,,,
"City of Winchester, dba: WinTran",Winchester,VA,3099,30099,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,69449.0,7.0,DR,DO,3.0,0.49,0.04,41.52,3.0,13.81,0.0,7123.0,201396.0,14583.0,4851.0,0.0,40276.0,No,2019,,,,
"City of Bristol Tennessee, dba: Bristol Tennessee Transit System",Bristol,TN,4055,40055,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,69501.0,7.0,MB,DO,3.0,0.36,0.04,57.79,5.9,9.81,0.0,15486.0,419003.0,42703.0,7250.0,0.0,92425.0,No,2019,,,,
Lower Savannah COG,Aiken,SC,4156,40156,"MPO, COG or Other Planning Agency",Reduced Reporter,386787.0,7.0,MB,PT,3.0,0.94,0.06,64.29,3.9,16.57,0.0,27611.0,486241.0,29351.0,7563.0,0.0,135132.0,No,2019,,,,
City of Sandy,Sandy,OR,0R02-017,0R02-00389,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,7.0,CB,PT,3.0,0.78,0.08,90.08,9.8,9.2,0.0,78734.0,932001.0,101306.0,10346.0,0.0,256443.0,No,2019,,,,
City of Folsom,Folsom,CA,9220,90220,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,1723634.0,7.0,DR,DO,3.0,0.0,0.0,181.56,3.0,61.18,0.0,0.0,456249.0,7457.0,2513.0,0.0,35997.0,No,2019,,,,
Southwestern Community Services Transportation,Claremont,NH,,1R04-11156,Private-Non-Profit Corporation,Rural Reporter,0.0,7.0,DR,DO,2.0,1.0,0.17,24.12,4.2,5.79,0.0,2323.0,13508.0,2333.0,560.0,0.0,7106.0,No,2019,,,,
Klamath Tribes,Chiloquin,OR,0T10,00010,Tribe,Reduced Reporter,0.0,7.0,CB,DO,2.0,0.0,0.0,88.07,3.6,24.75,0.0,0.0,325499.0,13153.0,3696.0,0.0,85864.0,No,2019,,,,
"Advance Transit, Inc. NH",Wilder,VT,1R04-001,1R06-10137,Private-Non-Profit Corporation,Rural Reporter,0.0,7.0,DR,DO,2.0,0.0,0.0,76.78,1.7,46.09,0.0,0.0,76238.0,1654.0,993.0,0.0,11783.0,No,2019,,,,
Municipality of Toa Baja,Toa Baja,PR,4182,40182,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2148346.0,7.0,DR,DO,2.0,0.0,0.0,26.06,2.2,12.09,0.0,0.0,137590.0,11379.0,5280.0,0.0,44351.0,No,2019,,,,
City of Douglas,Douglas,AZ,9R01-038,9R01-91052,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,7.0,DR,DO,2.0,0.0,0.0,40.22,6.0,6.68,0.0,0.0,67456.0,10105.0,1677.0,0.0,19473.0,No,2019,,,,
"City of Lake Charles, dba: Lake Charles Transit System",Lake Charles,LA,6023,60023,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,143440.0,7.0,DR,DO,2.0,0.81,0.01,193.04,1.2,157.38,0.0,4108.0,798999.0,5077.0,4139.0,0.0,51012.0,No,2019,,,,
"City of Deerfield Beach, dba: Northeast Focal Point",Deerfield Beach,FL,,40239,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,5502379.0,7.0,MB,DO,2.0,0.0,0.0,37.61,11.7,3.22,0.0,0.0,150286.0,46681.0,3996.0,0.0,53423.0,No,2019,,,,
City of Stevens Point,Stevens Point,WI,5R06-041,5R06-50359,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,7.0,DR,DO,2.0,7.66,0.16,81.89,1.7,47.13,0.0,88768.0,546502.0,11596.0,6674.0,0.0,78830.0,No,2019,,,,
"Coeur d'Alene Tribe, dba: Citylink Transit",Worley,ID,0053,00053,Tribe,Reduced Reporter,98378.0,7.0,DR,DO,2.0,0.0,0.0,84.69,4.0,21.37,0.0,0.0,165222.0,7731.0,1951.0,0.0,65387.0,No,2019,,,,
Municipality of Juncos,Juncos,PR,4165,40165,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2148346.0,7.0,DR,DO,2.0,0.0,0.0,67.58,1.7,39.3,0.0,0.0,78523.0,1998.0,1162.0,0.0,12129.0,No,2019,,,,
"City Of Burlington, dba: Link Transit",Burlington,NC,,40252,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,119911.0,7.0,DR,PT,2.0,1.92,0.03,79.0,1.4,55.91,0.0,9790.0,284647.0,5091.0,3603.0,0.0,49011.0,No,2019,,,,
Sunshine Transit ,Willow,AK,,0R04-00399,Private-Non-Profit Corporation,Rural Reporter,0.0,7.0,MB,DO,2.0,1.25,0.04,70.47,2.1,33.05,0.0,10340.0,272858.0,8256.0,3872.0,0.0,60140.0,No,2019,,,,
"City of Compton  , dba: Compton Renaissance Transit Service",Compton,CA,,90260,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,12150996.0,7.0,DR,DO,2.0,0.48,0.01,131.72,3.2,41.74,0.0,2170.0,189671.0,4544.0,1440.0,0.0,23215.0,No,2019,,,,
City of Maple Grove,Maple Grove,MN,5220,50517,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2650890.0,7.0,MB,PT,1.0,0.0,0.0,1044.34,13.5,77.6,22.22,0.0,144775.0,8802.0,654.0,30734.0,13360.0,No,2019,,,,
City of Sandy,Sandy,OR,0R02-017,0R02-00389,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,7.0,MB,PT,1.0,0.0,0.0,83.78,6.6,12.61,0.0,0.0,84449.0,6696.0,1008.0,0.0,15358.0,No,2019,,,,
Wadena County Social Services,Wadena,MN,5R04-020,5R04-50446,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,7.0,MB,DO,1.0,0.77,0.12,32.59,5.1,6.33,0.0,7047.0,58179.0,9187.0,1785.0,0.0,44098.0,No,2019,,,,
Teller Senior Coalition,Woodland Park,CO,,8R01-88230,Private-Non-Profit Corporation,Rural Reporter,0.0,7.0,MB,DO,1.0,0.02,0.0,36.16,2.1,16.94,0.0,23.0,16309.0,963.0,451.0,0.0,4846.0,No,2019,,,,
City of Cripple Creek,Cripple Creek,CO,8R01-058,8R01-80275,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,7.0,MB,DO,1.0,0.37,0.03,6.26,0.5,12.5,0.0,1650.0,55481.0,4440.0,8869.0,0.0,25893.0,No,2019,,,,
"City of Bettendorf, dba: Bettendorf Transit System",Bettendorf,IA,7007,70007,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,280051.0,7.0,DR,PT,1.0,1.59,0.08,44.44,2.3,19.64,0.0,13375.0,165229.0,8414.0,3718.0,0.0,50351.0,No,2019,,,,
SNTC - Boulder City,Laughlin,NV,9R04-035,9R04-91100,Private-Non-Profit Corporation,Rural Reporter,0.0,6.0,DR,DO,6.0,1.8,0.04,142.65,3.2,43.94,0.0,33818.0,824212.0,18756.0,5778.0,0.0,58585.0,No,2019,,,,
City of Rhinelander,Rhinelander,WI,5R06-037,5R06-50500,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,PT,6.0,3.75,0.47,24.8,3.1,8.04,0.0,324819.0,696883.0,86639.0,28095.0,0.0,336260.0,No,2019,,,,
Claiborne Parish Police Jury OCS,Homer,LA,6R02-009,6R02-60234,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,1.4,0.03,45.72,1.0,45.18,0.0,8487.0,274511.0,6076.0,6004.0,0.0,120496.0,No,2019,,,,
"Leprechaun Lines, Inc.",Newburgh,NY,2179,20179,Private Provider Reporting on Behalf of a Public Entity,Reduced Reporter,423566.0,6.0,CB,DO,6.0,5.11,0.09,118.39,2.1,55.28,0.0,163189.0,1763959.0,31907.0,14899.0,0.0,397865.0,No,2019,,,,
Jefferson County Transit,Louisville,GA,4R03-023,4R03-40977,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,1.62,0.12,25.29,1.9,13.45,0.0,44116.0,365308.0,27155.0,14443.0,0.0,203207.0,No,2019,,,,
"City of Peoria , dba: Peoria Transit",Peoria,AZ,9140,90140,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3629114.0,6.0,DR,DO,6.0,1.27,0.02,130.48,2.5,53.17,11.32,27530.0,1149108.0,21613.0,8807.0,101520.0,93030.0,No,2019,,,,
City of Guntersville,Guntersville,AL,4R01-023,4R01-41009,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,0.7,0.05,50.53,3.6,13.98,0.0,11715.0,234298.0,16757.0,4637.0,0.0,89773.0,No,2019,,,,
St. Helena Council on Aging,Greensburg,LA,,6R02-66273,Area Agency on Aging,Rural Reporter,0.0,6.0,DR,DO,6.0,0.77,0.04,28.9,1.7,17.35,0.0,7446.0,167232.0,9638.0,5787.0,0.0,100294.0,No,2019,,,,
Osage County Council on Aging,Osage City,KS,7R02-023,7R02-70109,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,0.41,0.05,28.12,3.2,8.73,0.0,9086.0,193585.0,22187.0,6884.0,0.0,175724.0,No,2019,,,,
"Mississippi County Transit System, Inc.",East Prairie,MO,7R03-009,7R03-70140,Private-Non-Profit Corporation,Rural Reporter,0.0,6.0,DR,DO,6.0,1.25,0.07,40.53,2.4,16.85,0.0,25185.0,338607.0,20100.0,8355.0,0.0,184717.0,No,2019,,,,
Urban Transportation District of Dawson County,Glendive,MT,8R02-009,8R02-80166,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,1.27,0.07,39.79,2.4,16.91,0.0,20221.0,269810.0,15960.0,6781.0,0.0,58373.0,No,2019,,,,
Gates County,Gatesville,NC,4R06-061,4R06-40947,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,0.53,0.03,38.24,2.0,18.8,0.0,11174.0,399212.0,21236.0,10441.0,0.0,337781.0,No,2019,,,,
Coweta County,Newnan,GA,4R03-115,4R03-41133,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,0.66,0.07,24.56,2.5,10.01,0.0,24399.0,367315.0,36713.0,14953.0,0.0,239219.0,No,2019,,,,
"City of Anderson , dba: Electric City Transit",Anderson,SC,4081,40081,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,75702.0,6.0,MB,DO,6.0,0.21,0.08,60.15,22.2,2.71,0.0,70644.0,924854.0,341910.0,15375.0,0.0,251974.0,No,2019,,,,
Pembina County Meals and Transportation,Drayton,ND,8R03-014,8R03-80129,Private-Non-Profit Corporation,Rural Reporter,0.0,6.0,DR,DO,6.0,2.95,0.09,43.54,1.3,34.57,0.0,20639.0,242213.0,7007.0,5563.0,0.0,111261.0,No,2019,,,,
City of Azusa,Azusa,CA,,90250,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,12150996.0,6.0,DR,DO,6.0,0.4,0.01,106.96,3.6,29.76,0.0,14870.0,1107872.0,37223.0,10358.0,0.0,93057.0,No,2019,,,,
Gogebic County Transit,Ironwood,MI,5R03-031,5R03-50455,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,6.0,DR,DO,6.0,2.06,0.09,71.15,3.1,22.91,0.0,54305.0,603793.0,26350.0,8486.0,0.0,96213.0,No,2019,,,,
City of South Padre Island ,South Padre Island ,TX,6R05-025,6R05-60173,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,MB,DO,6.0,0.0,0.0,75.56,21.8,3.46,0.0,0.0,1548053.0,447372.0,20489.0,0.0,366338.0,No,2019,,,,
Colusa County Transit Agency,Colusa,CA,9R02-034,9R02-91112,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,2.47,0.1,105.97,4.2,25.04,0.0,105664.0,1071202.0,42786.0,10109.0,0.0,173306.0,No,2019,,,,
"Kiowa Tribe, dba: Tribe",Carnegie,OK,6T06,66164,Tribe,Reduced Reporter,0.0,6.0,DR,DO,6.0,0.0,0.0,90.72,4.0,22.79,0.0,0.0,182973.0,8029.0,2017.0,0.0,80243.0,No,2019,,,,
Private Transportation Corporation,Brooklyn,NY,2175,20175,Private-For-Profit Corporation,Full Reporter,18351295.0,6.0,MB,PT,6.0,1.49,1.0,62.73,42.0,1.49,0.25,974069.0,974069.0,651731.0,15527.0,3851730.0,198719.0,No,2019,,,,
Orleans Transit Service,Albion,NY,2R02-034,2R02-20934,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,6.0,MB,DO,6.0,0.89,0.03,105.59,4.0,26.07,0.0,29911.0,874575.0,33541.0,8283.0,0.0,171871.0,No,2019,,,,
Crisp County Transit,Cordele,GA,4R03-055,4R03-40912,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,0.36,0.02,35.15,1.5,22.9,0.0,7641.0,483125.0,21093.0,13743.0,0.0,290210.0,No,2019,,,,
Ravalli County Council on Aging,Hamilton,MT,8R02-008,8R02-80142,Private-Non-Profit Corporation,Rural Reporter,0.0,6.0,DR,DO,6.0,1.14,0.06,36.8,2.0,18.81,0.0,13336.0,219314.0,11660.0,5960.0,0.0,66616.0,No,2019,,,,
Golden Spread Rural Frontier Coalition,Clayton,NM,6R03-009,6R03-60244,Private-Non-Profit Corporation,Rural Reporter,0.0,6.0,DR,DO,6.0,9.9,0.31,46.08,1.5,31.6,0.0,110473.0,352458.0,11155.0,7649.0,0.0,106017.0,No,2019,,,,
City of Fort Atkinson,Fort Atkinson,WI,5R06-015,5R06-50400,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,PT,6.0,4.44,0.5,28.65,3.2,8.85,0.0,204243.0,406836.0,45995.0,14199.0,0.0,105546.0,No,2019,,,,
City of Corning,Corning,NY,2R02-019,2R02-20941,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,MB,DO,6.0,0.39,0.07,80.9,13.8,5.88,0.0,56786.0,852311.0,145057.0,10536.0,0.0,144771.0,No,2019,,,,
Ute Tribe,Fort Duchesne,UT,8T19,88200,Tribe,Reduced Reporter,0.0,6.0,MB,DO,6.0,0.73,0.01,167.01,2.1,80.59,0.0,2406.0,265540.0,3295.0,1590.0,0.0,49308.0,No,2019,,,,
Vermilion Council on Aging,Abbeville,LA,6R02-027,6R02-60211,Area Agency on Aging,Rural Reporter,0.0,6.0,DR,DO,6.0,1.09,0.05,31.31,1.3,23.8,0.0,8744.0,191098.0,8030.0,6104.0,0.0,88085.0,No,2019,,,,
City of Corcoran,Corcoran,CA,9R02-059,9R02-91002,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,2.64,0.1,207.81,7.7,26.93,0.0,85820.0,875921.0,32529.0,4215.0,0.0,44751.0,No,2019,,,,
Etowah County Commission,Gadsden,AL,4R01-013,4R01-40960,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,4.41,0.1,84.64,1.9,45.2,0.0,53949.0,553322.0,12241.0,6537.0,0.0,167200.0,No,2019,,,,
Grundy County,Morris,IL,5R01-009,5R01-50253,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,2.98,0.09,55.3,1.6,33.61,0.0,43946.0,495508.0,14742.0,8961.0,0.0,172122.0,No,2019,,,,
City of Waupaca,Waupaca,WI,5R06-045,5R06-50336,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,PT,6.0,3.33,0.36,29.84,3.2,9.36,0.0,177221.0,497543.0,53155.0,16676.0,0.0,174019.0,No,2019,,,,
Washita Valley Community Action Council,Chickasha,OK,6R04-001,6R04-60220,Private-Non-Profit Corporation,Rural Reporter,0.0,6.0,DR,DO,6.0,2.14,0.11,29.01,1.5,19.71,0.0,27849.0,255992.0,12991.0,8825.0,0.0,64526.0,No,2019,,,,
County of Burlington,Mt. Holly,NJ,2208,20208,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,5441567.0,6.0,MB,PT,6.0,0.95,0.07,76.79,5.2,14.67,0.0,70041.0,1077312.0,73433.0,14030.0,0.0,259312.0,No,2019,,,,
Saline County Area Transit,Western,NE,7R04-050,7R04-70148,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,2.2,0.09,68.86,2.9,24.14,0.0,25265.0,277436.0,11495.0,4029.0,0.0,75043.0,No,2019,,,,
American Samoa Government Dept. of Public Works,Pago Pago,AS,,9R06-99434,State Government Unit or Department of Transportation,Rural Reporter,0.0,6.0,DR,DO,6.0,0.92,0.03,59.5,2.0,30.26,0.0,21291.0,697935.0,23064.0,11730.0,0.0,128251.0,No,2019,,,,
Sangamon County,Springfield,IL,,5R01-55307,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,2.57,0.03,146.63,1.5,95.81,0.0,18692.0,697653.0,7282.0,4758.0,0.0,129226.0,No,2019,,,,
Ben HIll,Fitzgerald,GA,,4R03-44937,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,1.29,0.04,37.78,1.3,29.63,0.0,22202.0,511520.0,17264.0,13540.0,0.0,287566.0,No,2019,,,,
McDuffie County Commission Transit,Thomson,GA,4R03-026,4R03-41055,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,0.81,0.07,32.84,3.0,11.11,0.0,20204.0,277390.0,24967.0,8447.0,0.0,117343.0,No,2019,,,,
Vernon Council on Aging,Leesville,LA,6R02-028,6R02-60263,Area Agency on Aging,Rural Reporter,0.0,6.0,DR,DO,6.0,0.59,0.02,38.98,1.3,29.82,0.0,7646.0,384770.0,12902.0,9871.0,0.0,168235.0,No,2019,,,,
Avera Creighton Hospital,Creighton,NE,7R04-036,7R04-70216,Private-Non-Profit Corporation,Rural Reporter,0.0,6.0,DR,DO,6.0,5.09,0.1,43.07,0.8,53.47,0.0,14960.0,157302.0,2942.0,3652.0,0.0,104019.0,No,2019,,,,
Allegany County,Belmont,NY,2R02-015,2R02-20951,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,MB,PT,6.0,0.59,0.04,64.43,3.8,16.8,0.0,33939.0,960484.0,57169.0,14907.0,0.0,424276.0,No,2019,,,,
Jackson County Council on Aging,Scottsboro,AL,4R01-016,4R01-41180,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,0.71,0.05,40.65,2.9,14.25,0.0,20913.0,418250.0,29346.0,10288.0,0.0,129642.0,No,2019,,,,
Greene County,Snow Hill,NC,4R06-018,4R06-41031,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,0.0,0.0,53.42,2.8,19.2,0.0,0.0,307377.0,16009.0,5754.0,0.0,155371.0,No,2019,,,,
Yates County,Penn Yan,NY,,2R02-21000,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,MB,DO,6.0,1.0,0.06,91.74,5.7,16.15,0.0,40206.0,649353.0,40206.0,7078.0,0.0,174727.0,No,2019,,,,
Liberty County Council on Aging,Chester,MT,8R02-015,8R02-80134,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,DR,DO,6.0,0.0,0.0,44.98,3.3,13.65,0.0,0.0,164752.0,12068.0,3663.0,0.0,37131.0,No,2019,,,,
"Cody Council on Aging, Inc.",Cody,WY,8R05-054,8R05-80264,Private-Non-Profit Corporation,Rural Reporter,0.0,6.0,DR,DO,6.0,0.17,0.02,9.91,1.1,9.37,0.0,2295.0,126451.0,13500.0,12760.0,0.0,74010.0,No,2019,,,,
